1	13	24	-1	2090	2400	0	20	0	1	200	0	200	88	50	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
2	13	24	-1	2120	6000	0	10	0	1	200	0	200	59	5	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
3	13	24	-1	2150	9600	0	14	0	1	200	0	200	87	43	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
4	13	19	-1	2210	0	0	15	0	1	200	0	200	82	41	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	天马神甲(男)
5	13	19	-1	2230	600	0	15	0	1	200	0	200	82	41	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	天马神甲(女)
6	13	25	-1	2268	1200	0	14	0	1	200	0	200	80	20	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
7	13	25	-1	2304	6000	0	14	0	1	200	0	200	80	50	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
8	13	25	-1	2340	3600	0	11	0	1	200	0	200	65	30	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
9	13	20	-1	2405	1200	0	14	0	1	200	0	200	87	60	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神羊战甲(男)
10	13	20	-1	2432	1200	0	14	0	1	200	0	200	87	65	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神羊战甲(女)
11	13	20	-1	2466	6000	0	10	0	1	200	0	200	88	58	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神羊法衣(男)
12	13	20	-1	2502	6000	0	10	0	1	200	0	200	88	65	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神羊法衣(女)
13	13	20	-1	2538	3600	0	12	0	1	200	0	200	85	60	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神羊道袍(男)
14	13	20	-1	2574	3600	0	12	0	1	200	0	200	87	64	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神羊道袍(女)
15	13	25	-1	2680	7800	0	12	0	1	200	0	200	80	15	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
16	13	25	-1	2710	12600	0	10	0	1	200	0	200	79	5	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
17	13	25	-1	2740	10200	0	11	0	1	200	0	200	85	42	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
18	13	20	-1	2820	7800	0	14	0	1	200	0	200	85	26	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神猴战甲(男)
19	13	20	-1	2860	7800	0	14	0	1	200	0	200	85	26	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神猴战甲(女)
20	13	20	-1	2940	9600	0	14	0	1	200	0	200	87	21	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神猴法衣(男)
21	13	20	-1	2940	9600	0	14	0	1	200	0	200	87	24	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神猴法衣(女)
22	13	20	-1	2980	10200	0	11	0	1	200	0	200	85	34	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神猴道袍(男)
23	13	20	-1	3020	10200	0	11	0	1	200	0	200	82	37	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神猴道袍(女)
24	13	25	-1	3540	19200	0	12	0	1	200	0	200	24	-32	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
25	13	25	-1	3560	20400	0	12	0	1	200	0	200	25	24	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
26	13	25	-1	3580	21600	0	12	0	1	200	0	200	41	-14	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
27	13	20	-1	3300	19200	0	12	0	1	200	0	200	85	65	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神凤战甲(男)
28	13	20	-1	3320	19200	0	12	0	1	200	0	200	97	33	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神凤战甲(女)
29	13	20	-1	3340	20400	0	12	0	1	200	0	200	92	53	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神凤法衣(男)
30	13	20	-1	3340	20400	0	12	0	1	200	0	200	92	58	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神凤法衣(女)
31	13	20	-1	3380	21600	0	12	0	1	200	0	200	85	65	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神凤道袍(男)
32	13	20	-1	3400	21600	0	12	0	1	200	0	200	85	70	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	神凤道袍(女)
33	13	25	-1	3120	14400	0	10	0	1	200	0	200	79	20	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	
34	13	20	-1	3140	14400	0	10	0	1	200	0	200	75	20	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	斗战胜佛(男)
35	13	20	-1	3150	14400	0	10	0	1	200	0	200	77	20	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	200	0	0	0	0	0	斗战胜佛(女)
36	13	25	-1	3920	26400	720	14	0	26	200	0	150	70	15	0	0	18	20	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	
37	13	25	-1	3940	27600	640	10	0	26	200	0	150	62	-20	0	0	18	20	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	100	-28	-175	0	1	1	
38	13	25	-1	3950	28800	680	14	0	26	120	0	200	73	18	0	0	18	20	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	
39	13	20	-1	3740	26400	0	14	0	1	120	0	200	73	18	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	
40	13	20	-1	3760	27000	0	14	0	1	120	0	200	72	23	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	
41	13	20	-1	3780	27600	0	10	0	1	120	0	200	76	21	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	
42	13	20	-1	3790	28200	0	10	0	1	120	0	200	74	19	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	
43	13	20	-1	3800	28800	0	14	0	1	120	0	200	75	23	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	
44	13	20	-1	3820	29400	0	14	0	1	120	0	200	77	21	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	
45	7	-1	-1	3950	3600	0	9	0	1	120	0	200	0	0	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	九天彩凤(男)
46	7	-1	-1	3959	3600	0	9	0	1	120	0	200	0	0	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	64	61	8	120	-28	-175	0	1	1	九天彩凤(女)
47	13	-1	-1	1890	0	0	12	0	1	120	0	200	-102	-193	0	0	0	0	0	1	0	0	-1	-1	0	0	1	0	0	0	0	1	-1	61	8	120	-28	-175	0	1	1	光辉神甲
