;µШНјГыЈєД§Бъ
61	51	32	Д§Бъµ¶±ш	 	100	5	65
61	51	32	Д§БъЖЖјЧ±ш 		100	5	65
61	111	310	Д§БъЙдКЦ	 	100	5	65
61	50	373	Д§БъґМНЬ	 	100	5	65
61	50	373	Д§БъЖЖјЧ±ш 		100	5	65
61	135	245	Д§Бъµ¶±ш	 	100	5	65
61	135	245	Д§БъЖЖјЧ±ш 		100	5	65
61	229	159	Д§БъЙдКЦ	 	100	5	65
61	51	32	Д§Бъµ¶±ш		100	5	5
61	51	32	Д§БъЖЖјЧ±ш 		100	5	65
61	111	310	Д§БъЙдКЦ	 	100	5	65
61	50	373	Д§БъґМНЬ	 	100	5	65
61	50	373	Д§БъЖЖјЧ±ш 		100	5	65
61	135	245	Д§Бъµ¶±ш	 	100	5	65
61	135	245	Д§БъЖЖјЧ±ш 		100	5	65
61	229	159	Д§БъЙдКЦ	 	100	5	65

611	63	100	Д§БъЖЖјЧ±ш 		100	5	65
611	63	100	Д§БъЙдКЦ 		100	5	65
611	63	100	Д§Бъµ¶±ш 		100	5	65
611	63	100	Д§БъЖЖјЧ±ш 		100	5	65
611	63	100	Д§БъЖЖјЧ±ш 		100	5	65
611	63	100	Д§БъЙдКЦ 		100	5	65
611	63	100	Д§Бъµ¶±ш 		100	5	65
611	63	100	Д§БъЖЖјЧ±ш 		100	5	65

612	150	150	Д§БъЖЖјЧ±ш		150	7	63
612	150	150	Д§БъЙдКЦ		150	7	63
612	150	150	Д§Бъµ¶±ш		150	7	63
612	150	150	Д§БъСЄНЬ		150	7	63
612	150	150	Д§БъґМНЬ		150	7	63
612	150	150	Д§БъЖЖјЧ±ш		150	7	63
612	150	150	Д§БъЙдКЦ		150	7	63
612	150	150	Д§Бъµ¶±ш		150	7	63
612	150	150	Д§БъСЄНЬ		150	7	63
612	150	150	Д§БъґМНЬ		150	7	63
612	150	150	Д§БъЖЖјЧ±ш		150	7	63
612	150	150	Д§БъЙдКЦ		150	7	63
612	150	150	Д§Бъµ¶±ш		150	7	63
612	150	150	Д§БъСЄНЬ		150	7	63
612	150	150	Д§БъґМНЬ		150	7	63

613	110	150	Д§БъЖЖјЧ±ш		100	5	65
613	110	150	Д§БъЙдКЦ		100	5	65
613	110	150	Д§Бъµ¶±ш		100	5	65
613	110	150	Д§БъЖЖјЧ±ш		100	5	65
613	110	150	Д§БъЙдКЦ		100	5	65
613	110	150	Д§Бъµ¶±ш		100	5	65
613	110	150	Д§БъЖЖјЧ±ш		100	5	65
613	110	150	Д§БъЙдКЦ		100	5	65
613	110	150	Д§Бъµ¶±ш		100	5	65


62	150	150	Д§БъЖЖјЧ±ш		150	7	65
62	150	150	Д§БъЙдКЦ		150	7	65
62	150	150	Д§Бъµ¶±ш		150	7	65
62	150	150	Д§БъР°СЫ		150	7	65
62	150	150	Д§БъСЄНЬ		150	7	65
62	150	150	Д§БъґМНЬ		150	7	65
62	150	150	Д§БъЖЖјЧ±ш		150	7	65
62	150	150	Д§БъЙдКЦ		150	7	65
62	150	150	Д§Бъµ¶±ш		150	7	65
62	150	150	Д§БъР°СЫ		150	7	65
62	150	150	Д§БъСЄНЬ		150	7	65
62	150	150	Д§БъґМНЬ		150	7	65
62	150	150	Д§БъЖЖјЧ±ш		150	7	65
62	150	150	Д§БъЙдКЦ		150	7	65
62	150	150	Д§Бъµ¶±ш		150	7	65
62	150	150	Д§БъР°СЫ		150	7	65
62	150	150	Д§БъСЄНЬ		150	7	65
62	150	150	Д§БъґМНЬ		150	7	65

621	140	200	Д§БъЖЖјЧ±ш		150	50	65
621	140	200	Д§БъЙдКЦ		150	50	65
621	140	200	Д§Бъµ¶±ш		150	50	65
621	140	200	Д§БъЖЖјЧ±ш		150	50	65
621	140	200	Д§БъЖЖјЧ±ш		150	50	65
621	140	200	Д§БъЙдКЦ		150	50	65
621	140	200	Д§Бъµ¶±ш		150	50	65
621	140	200	Д§БъЖЖјЧ±ш		150	50	65
621	140	200	Д§БъЖЖјЧ±ш		150	50	65
621	140	200	Д§БъЙдКЦ		150	50	65
621	140	200	Д§Бъµ¶±ш		150	50	65
621	140	200	Д§БъЖЖјЧ±ш		150	50	65

622	51	32	Д§Бъµ¶±ш		50	50	65
622	51	32	Д§БъЖЖјЧ±ш		50	50	65
622	111	310	Д§БъЙдКЦ		50	50	65
622	50	373	Д§БъСЄНЬ		50	50	65
622	50	373	Д§БъґМНЬ		50	50	65
622	50	373	Д§БъЖЖјЧ±ш		50	50	65
622	50	373	Д§БъЙдКЦ		50	50	65
622	49	153	Д§Бъµ¶±ш		50	50	65
622	49	153	Д§БъЖЖјЧ±ш		50	50	65
622	49	153	Д§БъЙдКЦ		50	50	65
622	41	235	Д§Бъµ¶±ш		50	50	65
622	41	235	Д§БъЖЖјЧ±ш		50	50	65
622	41	235	Д§БъЙдКЦ		50	50	65
622	41	235	Д§БъР°СЫ		50	50	65
622	41	235	Д§БъСЄНЬ		50	50	65
622	41	235	Д§БъґМНЬ		50	50	65
622	135	245	Д§Бъµ¶±ш		50	50	65
622	135	245	Д§БъЖЖјЧ±ш		50	50	65
622	135	245	Д§БъЙдКЦ		50	50	65
622	139	68	Д§Бъµ¶±ш		50	50	65
622	139	68	Д§БъЖЖјЧ±ш		50	50	65
622	139	68	Д§БъЙдКЦ		50	50	65
622	220	88	Д§Бъµ¶±ш		50	50	65
622	220	88	Д§БъЖЖјЧ±ш		50	50	65
622	220	88	Д§БъЙдКЦ		50	50	65
622	229	159	Д§Бъµ¶±ш		50	50	65
622	229	159	Д§БъЖЖјЧ±ш		50	50	65
622	229	159	Д§БъЙдКЦ		50	50	65
622	228	247	Д§Бъµ¶±ш		50	50	65
622	228	247	Д§БъЖЖјЧ±ш		50	50	65
622	228	247	Д§БъЙдКЦ		50	50	65
622	150	150	Д§БъЖЖјЧ±ш		150	50	65
622	150	150	Д§БъЙдКЦ		150	50	65
622	51	32	Д§Бъµ¶±ш		50	50	65
622	51	32	Д§БъЖЖјЧ±ш		50	50	65
622	111	310	Д§БъЙдКЦ		50	50	65
622	50	373	Д§БъСЄНЬ		50	50	65
622	50	373	Д§БъґМНЬ		50	50	65
622	50	373	Д§БъЖЖјЧ±ш		50	50	65
622	50	373	Д§БъЙдКЦ		50	50	65
622	49	153	Д§Бъµ¶±ш		50	50	65
622	49	153	Д§БъЖЖјЧ±ш		50	50	65
622	49	153	Д§БъЙдКЦ		50	50	65
622	41	235	Д§Бъµ¶±ш		50	50	65
622	41	235	Д§БъЖЖјЧ±ш		50	50	65
622	41	235	Д§БъЙдКЦ		50	50	65
622	41	235	Д§БъР°СЫ		50	50	65
622	41	235	Д§БъСЄНЬ		50	50	65
622	41	235	Д§БъґМНЬ		50	50	65
622	135	245	Д§Бъµ¶±ш		50	50	65
622	135	245	Д§БъЖЖјЧ±ш		50	50	65
622	135	245	Д§БъЙдКЦ		50	50	65
622	139	68	Д§Бъµ¶±ш		50	50	65
622	139	68	Д§БъЖЖјЧ±ш		50	50	65
622	139	68	Д§БъЙдКЦ		50	50	65
622	220	88	Д§Бъµ¶±ш		50	50	65
622	220	88	Д§БъЖЖјЧ±ш		50	50	65
622	220	88	Д§БъЙдКЦ		50	50	65
622	229	159	Д§Бъµ¶±ш		50	50	65
622	229	159	Д§БъЖЖјЧ±ш		50	50	65
622	229	159	Д§БъЙдКЦ		50	50	65
622	228	247	Д§Бъµ¶±ш		50	50	65
622	228	247	Д§БъЖЖјЧ±ш		50	50	56
622	228	247	Д§БъЙдКЦ		50	50	65
622	150	150	Д§БъЖЖјЧ±ш		150	50	65
622	150	150	Д§БъЙдКЦ		150	50	65
622	51	32	Д§Бъµ¶±ш		50	50	65
622	51	32	Д§БъЖЖјЧ±ш		50	50	65
622	111	310	Д§БъЙдКЦ		50	50	65
622	50	373	Д§БъСЄНЬ		50	50	65
622	50	373	Д§БъґМНЬ		50	50	65
622	50	373	Д§БъЖЖјЧ±ш		50	50	65
622	50	373	Д§БъЙдКЦ		50	50	65
622	49	153	Д§Бъµ¶±ш		50	50	65
622	49	153	Д§БъЖЖјЧ±ш		50	50	65
622	49	153	Д§БъЙдКЦ		50	50	65
622	41	235	Д§Бъµ¶±ш		50	50	65
622	41	235	Д§БъЖЖјЧ±ш		50	50	65
622	41	235	Д§БъЙдКЦ		50	50	65
622	41	235	Д§БъР°СЫ		50	50	65
622	41	235	Д§БъСЄНЬ		50	50	65
622	41	235	Д§БъґМНЬ		50	50	65
622	135	245	Д§Бъµ¶±ш		50	50	65
622	135	245	Д§БъЖЖјЧ±ш		50	50	65
622	135	245	Д§БъЙдКЦ		50	50	65
622	139	68	Д§Бъµ¶±ш		50	50	65
622	139	68	Д§БъЖЖјЧ±ш		50	50	65
622	139	68	Д§БъЙдКЦ		50	50	65
622	220	88	Д§Бъµ¶±ш		50	50	65
622	220	88	Д§БъЖЖјЧ±ш		50	50	65
622	220	88	Д§БъЙдКЦ		50	50	65
622	229	159	Д§Бъµ¶±ш		50	50	65
622	229	159	Д§БъЖЖјЧ±ш		50	50	65
622	229	159	Д§БъЙдКЦ		50	50	65
622	228	247	Д§Бъµ¶±ш		50	50	65
622	228	247	Д§БъЖЖјЧ±ш		50	50	65
622	228	247	Д§БъЙдКЦ		50	50	65
622	150	150	Д§БъЖЖјЧ±ш		150	50	65
622	150	150	Д§БъЙдКЦ		150	50	65

63	200	200	Д§Бъµ¶±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъР°СЫ		200	50	65
63	200	200	Д§БъґМНЬ		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65
63	200	200	Д§Бъµ¶±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65
63	200	200	Д§Бъµ¶±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъР°СЫ		200	50	65
63	200	200	Д§БъґМНЬ		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65
63	200	200	Д§Бъµ¶±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65
63	200	200	Д§Бъµ¶±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъР°СЫ		200	50	65
63	200	200	Д§БъґМНЬ		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65
63	200	200	Д§Бъµ¶±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъЖЖјЧ±ш		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65
63	200	200	Д§БъЙдКЦ		200	50	65



632	100	30	Д§БъКЇ±®		140	5	60	0	253
631	100	30	Д§БъЙдКЦ		10	5	60
631	100	30	Д§БъЖЖјЧ±ш		10	5	64
631	100	30	Д§Бъµ¶±ш		10	5	64
631	109	53	ґҐБъЙс8	0		1	60	0	253
631	105	53	Д§БъЙдКЦ		10	5	64
631	105	53	Д§БъЖЖјЧ±ш		10	5	64
631	105	53	Д§Бъµ¶±ш		10	5	64
631	90	57	ґҐБъЙс8	0		1	60	0	253
631	109	37	Д§БъЙдКЦ		10	5	64
631	109	37	Д§БъЖЖјЧ±ш		10	5	64
631	109	37	Д§Бъµ¶±ш		10	5	64
631	90	57	Д§БъЙдКЦ		30	5	4
631	90	57	Д§БъЖЖјЧ±ш		30	5	64
631	90	57	Д§Бъµ¶±ш		30	5	64
631	100	30	Д§БъЙдКЦ		10	5	64
631	100	30	Д§БъЖЖјЧ±ш		10	5	64
631	100	30	Д§Бъµ¶±ш		10	5	64
631	105	53	Д§БъЙдКЦ		10	5	64
631	105	53	Д§БъЖЖјЧ±ш		10	5	64
631	105	53	Д§Бъµ¶±ш		10	5	64
631	90	57	ґҐБъЙс8			0	1	60	0	253
631	109	37	Д§БъЙдКЦ		10	5	64
631	109	37	Д§БъЖЖјЧ±ш		10	5	64
631	109	37	Д§Бъµ¶±ш		10	5	64
631	90	57	Д§БъЙдКЦ		30	5	64
631	90	57	Д§БъЖЖјЧ±ш		30	5	64
631	90	57	Д§Бъµ¶±ш		30	5	64


632	100	100	Д§БъКЇ±®		140	10	60	0	253
632	100	100	Д§БъЖЖјЧ±ш		100	5	64
632	100	100	Д§БъЙдКЦ		120	5	64
632	100	100	Д§БъЖЖјЧ±ш		100	5	64
632	100	100	Д§Бъµ¶±ш		100	5	64
632	32	31	Д§БъЙдКЦ		10	5	66
632	32	31	Д§БъЖЖјЧ±ш		10	5	66
632	32	31	Д§Бъµ¶±ш		10	5	66
632	32	31	ґҐБъЙс8			0	1	60	0	253
632	45	36	Д§БъЙдКЦ		10	5	66
632	45	36	Д§БъЖЖјЧ±ш		10	5	66
632	45	36	Д§Бъµ¶±ш		10	5	66
632	60	60	Д§БъЙдКЦ		30	5	64
632	60	60	Д§БъЖЖјЧ±ш		30	5	64
632	60	60	Д§Бъµ¶±ш		30	5	64
632	165	140	Д§БъЖЖјЧ±ш		30	5	64
632	123	39	Д§БъЖЖјЧ±ш		30	5	64
632	133	65	Д§БъЖЖјЧ±ш		30	5	64
632	112	100	Д§БъЖЖјЧ±ш		30	5	64
632	112	100	Д§БъБ¦Кї		30	1	120	0	253
632	102	131	Д§БъБ¦Кї		30	1	120	0	253
632	102	131	Д§БъЙдКЦ		30	5	64
632	102	131	Д§Бъµ¶±ш		30	5	64
632	50	160	Д§Бъµ¶±ш		30	5	64
632	50	160	Д§БъЖЖјЧ±ш		10	5	64
632	100	100	Д§БъЖЖјЧ±ш		100	5	64
632	100	100	Д§БъЙдКЦ		120	5	64
632	100	100	Д§БъЖЖјЧ±ш		100	5	64
632	100	100	Д§Бъµ¶±ш		100	5	64
632	32	31	Д§БъЙдКЦ		10	5	64
632	32	31	Д§БъЖЖјЧ±ш		10	5	64
632	32	31	Д§Бъµ¶±ш		10	5	68
632	45	36	Д§БъЙдКЦ		10	5	64
632	45	36	Д§БъЖЖјЧ±ш		10	5	64
632	45	36	Д§Бъµ¶±ш		10	5	64
632	33	80	ґҐБъЙс8	0		1	68	0	253
632	60	60	Д§БъЙдКЦ		30	5	64
632	60	60	Д§БъЖЖјЧ±ш		30	5	64
632	60	60	Д§Бъµ¶±ш		30	5	64
632	165	140	Д§БъЖЖјЧ±ш		30	5	64
632	123	39	Д§БъЖЖјЧ±ш		30	5	64
632	133	65	Д§БъЖЖјЧ±ш		30	5	64
632	112	100	Д§БъЖЖјЧ±ш		30	5	64
632	112	100	Д§БъБ¦Кї		30	1	120	0	253
632	102	131	Д§БъБ¦Кї		30	1	120	0	253
632	102	131	Д§БъЙдКЦ		30	5	64
632	102	131	Д§Бъµ¶±ш		30	5	64
632	50	160	Д§Бъµ¶±ш		30	5	64
632	50	160	Д§БъЖЖјЧ±ш		10	5	64



64	51	32	Д§БъКЇ±®		140	3	60	0	253
64	51	32	Д§БъґМНЬ		30	50	65
64	51	32	Д§БъЖЖјЧ±ш		30	50	65
64	51	32	Д§БъСЄНЬ		30	50	65
64	48	84	Д§Бъµ¶±ш		30	50	65
64	48	84	Д§БъЖЖјЧ±ш		30	50	65
64	48	84	Д§БъЙдКЦ		30	50	65
64	49	153	Д§БъЖЖјЧ±ш		30	50	65
64	49	153	Д§БъЙдКЦ		30	50	65
64	41	235	Д§БъЖЖјЧ±ш		30	50	65
64	41	235	Д§БъЙдКЦ		30	50	65
64	135	245	Д§БъЖЖјЧ±ш		30	50	65
64	135	245	Д§БъЙдКЦ		30	50	65
64	139	68	Д§БъґМНЬ		30	50	65
64	139	68	Д§БъЖЖјЧ±ш		30	50	65
64	139	68	Д§БъСЄНЬ		30	50	65

65	75	75	Д§Бъµ¶±ш		400	50	68
65	75	75	Д§БъЙдКЦ		400	50	68
65	75	75	Д§БъЖЖјЧ±ш		400	50	68

65	100	100	Д§БъКЇ±®		50	5	60	0	253
65	100	100	Д§БъБ¦Кї		50	1	120	0	253
65	100	100	Д§БъХЅЅ«		50	1	120	0	253
65	100	100	Д§БъѕЮ¶к		50	1	120	0	253

65	100	100	Д§Бъµ¶±ш		100	50	68
65	100	100	Д§БъЙдКЦ		100	50	68
65	100	100	Д§БъЖЖјЧ±ш		100	50	65
65	100	100	Д§Бъµ¶±ш		100	50	68

66	150	150	Д§БъКЇ±®		140	5	60	0	253
66	150	150	Д§БъР°СЫ		140	50	65
66	150	150	Д§БъґМНЬ		140	50	65
66	150	150	Д§БъСЄНЬ		140	50	65
66	150	150	Д§БъЙдКЦ		140	50	65
66	150	150	Д§Бъµ¶±ш		140	50	65
66	150	150	Д§БъЖЖјЧ±ш		140	50	65
66	150	150	Д§БъЙдКЦ		140	50	65
66	150	150	Д§Бъµ¶±ш		140	50	65
66	150	150	Д§БъЖЖјЧ±ш		140	50	65
66	226	45	Д§БъЙдКЦ		140	50	65
66	226	45	Д§Бъµ¶±ш		140	50	65
66	226	45	Д§БъЖЖјЧ±ш		120	50	65

66	226	45	Д§БъѕЮ¶к		140	1	60	0	253
66	226	45	Д§БъБ¦Кї		140	1	60	0	253
66	226	45	Д§БъХЅЅ«		140	1	60	0	253
66	226	45	Д§БъЅМЦч		0	1	60	0	5

622	257	93	Д§БъР°СЫ		0	1	60

;©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ©Ґ
;µШНјГыЈєД§Бъµо
EM300	14	16	Д§БъЅМЦч		5	1	60	0	5
EM300	14	16	Д§БъКчСэ		5	1	60	0	5
EM300	14	16	°µЦ®Д§БъЅМ»К		5	1	90	0	70
EM300	14	16	Д§БъЙдКЦ		5	15	63
EM300	14	16	Д§БъХЅЅ«		5	1	66	0	253
EM300	14	16	Д§Бъµ¶±ш		5	15	63
EM300	14	16	Д§БъЖЖјЧ±ш		5	15	63
EM300	14	16	Д§БъѕЮ¶к		5	1	60	0	253
EM300	14	16	Д§БъБ¦Кї		5	1	60	0	253
